sync_index,object_id,keypoint_id,x_coord,y_coord,z_coord,frame_time
85,0,17,-0.292729,0.131025,-0.198851,2.833333
85,0,18,-0.244019,0.139797,-0.201477,2.833333
85,0,19,-0.195235,0.149085,-0.205497,2.833333
85,0,20,-0.351863,0.165645,-0.216121,2.833333
85,0,21,-0.302674,0.175203,-0.218871,2.833333
85,0,22,-0.253403,0.185537,-0.221860,2.833333
85,0,23,-0.204853,0.194025,-0.225417,2.833333
90,0,0,-0.300949,-0.059362,-0.112739,3.000000
90,0,1,-0.252369,-0.050164,-0.117672,3.000000
90,0,2,-0.204078,-0.040451,-0.120054,3.000000
90,0,3,-0.154654,-0.031379,-0.123194,3.000000
90,0,4,-0.311066,-0.015108,-0.134574,3.000000
90,0,5,-0.261758,-0.006411,-0.139866,3.000000
90,0,6,-0.213164,0.004171,-0.141295,3.000000
90,0,7,-0.164536,0.013180,-0.144374,3.000000
90,0,8,-0.320927,0.029039,-0.155260,3.000000
90,0,9,-0.272074,0.039155,-0.158468,3.000000
90,0,10,-0.223255,0.048365,-0.160896,3.000000
90,0,11,-0.174518,0.058024,-0.163112,3.000000
90,0,12,-0.330922,0.073915,-0.174571,3.000000
90,0,13,-0.281897,0.083391,-0.177833,3.000000
90,0,14,-0.232894,0.093240,-0.181759,3.000000
90,0,15,-0.183729,0.102149,-0.184074,3.000000
90,0,16,-0.341187,0.118188,-0.196835,3.000000
90,0,17,-0.291947,0.128036,-0.199030,3.000000
90,0,18,-0.242307,0.137101,-0.202122,3.000000
90,0,19,-0.193614,0.147676,-0.205122,3.000000
90,0,20,-0.350346,0.163498,-0.216770,3.000000
90,0,21,-0.302166,0.172751,-0.218381,3.000000
90,0,22,-0.252849,0.182213,-0.222754,3.000000
90,0,23,-0.203768,0.191815,-0.225069,3.000000
95,0,0,-0.301324,-0.063353,-0.113419,3.166667
95,0,1,-0.252520,-0.053304,-0.114626,3.166667
95,0,2,-0.203371,-0.044024,-0.119771,3.166667
95,0,3,-0.154964,-0.033882,-0.120710,3.166667
95,0,4,-0.311558,-0.018401,-0.131907,3.166667
95,0,5,-0.262498,-0.008814,-0.134546,3.166667
95,0,6,-0.213926,0.000866,-0.138166,3.166667
95,0,7,-0.165258,0.010928,-0.142527,3.166667
95,0,8,-0.321623,0.025544,-0.153745,3.166667
95,0,9,-0.272985,0.035577,-0.155370,3.166667
95,0,10,-0.223744,0.045458,-0.157174,3.166667
95,0,11,-0.174935,0.055926,-0.162147,3.166667
95,0,12,-0.332054,0.069715,-0.173336,3.166667
95,0,13,-0.282817,0.080136,-0.175994,3.166667
95,0,14,-0.234003,0.090679,-0.179679,3.166667
95,0,15,-0.184872,0.099715,-0.182273,3.166667
95,0,17,-0.292960,0.125763,-0.196504,3.166667
95,0,18,-0.244321,0.134540,-0.200560,3.166667
95,0,19,-0.195314,0.145102,-0.203120,3.166667
95,0,22,-0.254540,0.179639,-0.219884,3.166667
95,0,23,-0.205611,0.189171,-0.224073,3.166667
100,0,3,-0.153966,-0.042265,-0.117413,3.333333
100,0,7,-0.164828,0.001361,-0.140203,3.333333
100,0,11,-0.175258,0.046083,-0.159462,3.333333
105,0,1,-0.244258,-0.078821,-0.107399,3.500000
105,0,2,-0.196110,-0.067191,-0.112858,3.500000
105,0,3,-0.147086,-0.055211,-0.115561,3.500000
105,0,5,-0.256591,-0.034791,-0.129739,3.500000
105,0,6,-0.207470,-0.022257,-0.130877,3.500000
105,0,7,-0.159465,-0.011469,-0.136498,3.500000
105,0,9,-0.268399,0.009818,-0.147440,3.500000
105,0,10,-0.219596,0.020966,-0.151249,3.500000
105,0,11,-0.171286,0.033480,-0.154312,3.500000
105,0,13,-0.280378,0.053464,-0.169972,3.500000
105,0,14,-0.231659,0.066486,-0.170959,3.500000
105,0,15,-0.183039,0.077245,-0.172868,3.500000
105,0,19,-0.195702,0.122097,-0.192184,3.500000
105,0,23,-0.208179,0.166180,-0.213983,3.500000
110,0,0,-0.287477,-0.097848,-0.098363,3.666667
110,0,1,-0.239654,-0.085471,-0.102762,3.666667
110,0,2,-0.191081,-0.073134,-0.105896,3.666667
110,0,3,-0.142863,-0.060440,-0.110108,3.666667
110,0,4,-0.300616,-0.053578,-0.117325,3.666667
110,0,5,-0.251938,-0.041412,-0.122285,3.666667
110,0,6,-0.203861,-0.028402,-0.124970,3.666667
110,0,7,-0.155039,-0.017151,-0.130791,3.666667
110,0,8,-0.312551,-0.009688,-0.137595,3.666667
110,0,9,-0.264984,0.002807,-0.141765,3.666667
110,0,10,-0.217363,0.015553,-0.145198,3.666667
110,0,11,-0.168250,0.027869,-0.149311,3.666667
110,0,12,-0.325811,0.034409,-0.157704,3.666667
110,0,13,-0.277439,0.046630,-0.162157,3.666667
110,0,14,-0.229222,0.059774,-0.165914,3.666667
110,0,15,-0.180146,0.071211,-0.168073,3.666667
110,0,16,-0.338314,0.078082,-0.178996,3.666667
110,0,17,-0.290277,0.091754,-0.181459,3.666667
110,0,18,-0.241913,0.103553,-0.183698,3.666667
110,0,19,-0.193809,0.116516,-0.188649,3.666667
110,0,20,-0.351639,0.122351,-0.196946,3.666667
110,0,21,-0.302966,0.135181,-0.200211,3.666667
110,0,22,-0.254802,0.148096,-0.204984,3.666667
110,0,23,-0.206841,0.160061,-0.208612,3.666667
115,0,0,-0.286640,-0.099937,-0.094173,3.833333
115,0,1,-0.238741,-0.087459,-0.097427,3.833333
115,0,2,-0.191310,-0.074298,-0.100276,3.833333
115,0,3,-0.142260,-0.062532,-0.104728,3.833333
115,0,4,-0.299454,-0.055103,-0.112616,3.833333
115,0,5,-0.251076,-0.043378,-0.117100,3.833333
115,0,6,-0.203127,-0.030745,-0.120663,3.833333
115,0,7,-0.155201,-0.018278,-0.124981,3.833333
115,0,8,-0.312189,-0.011780,-0.134787,3.833333
115,0,9,-0.264160,0.001491,-0.135744,3.833333
115,0,10,-0.215811,0.013646,-0.139157,3.833333
115,0,11,-0.167968,0.026328,-0.143094,3.833333
115,0,12,-0.324990,0.033047,-0.152509,3.833333
115,0,13,-0.276896,0.045450,-0.155118,3.833333
115,0,14,-0.228738,0.058228,-0.158797,3.833333
115,0,15,-0.180973,0.070493,-0.162798,3.833333
115,0,16,-0.337858,0.076814,-0.171792,3.833333
115,0,17,-0.289573,0.090016,-0.175046,3.833333
115,0,18,-0.241606,0.102201,-0.179501,3.833333
115,0,19,-0.193276,0.115228,-0.181940,3.833333
115,0,20,-0.350655,0.121104,-0.192122,3.833333
115,0,21,-0.302837,0.133821,-0.194712,3.833333
115,0,22,-0.254215,0.146915,-0.198429,3.833333
115,0,23,-0.205691,0.158695,-0.202982,3.833333
120,0,0,-0.285675,-0.099679,-0.093111,4.000000
120,0,1,-0.238213,-0.086214,-0.094544,4.000000
120,0,2,-0.189884,-0.074098,-0.097315,4.000000
120,0,3,-0.141634,-0.062126,-0.103160,4.000000
120,0,4,-0.299256,-0.054545,-0.110332,4.000000
120,0,5,-0.250575,-0.042961,-0.116469,4.000000
120,0,6,-0.202664,-0.029497,-0.117587,4.000000
120,0,7,-0.155184,-0.017307,-0.122045,4.000000
120,0,8,-0.311470,-0.011048,-0.132084,4.000000
120,0,9,-0.263751,0.002060,-0.133816,4.000000
120,0,10,-0.215520,0.014285,-0.138771,4.000000
120,0,11,-0.167178,0.026998,-0.141634,4.000000
120,0,12,-0.324808,0.033550,-0.150183,4.000000
120,0,13,-0.276671,0.045837,-0.155530,4.000000
120,0,14,-0.228355,0.058950,-0.157078,4.000000
120,0,15,-0.179639,0.070812,-0.162283,4.000000
120,0,16,-0.337765,0.077458,-0.170748,4.000000
120,0,17,-0.289366,0.090058,-0.173229,4.000000
120,0,18,-0.240698,0.102313,-0.179041,4.000000
120,0,19,-0.192974,0.115341,-0.179656,4.000000
120,0,20,-0.350125,0.121917,-0.189923,4.000000
120,0,21,-0.301947,0.134563,-0.191405,4.000000
120,0,22,-0.253858,0.147775,-0.195983,4.000000
120,0,23,-0.205946,0.159627,-0.200749,4.000000
125,0,0,-0.284609,-0.099337,-0.089359,4.166667
125,0,1,-0.236578,-0.086709,-0.092916,4.166667
125,0,2,-0.187747,-0.074776,-0.096319,4.166667
125,0,3,-0.140172,-0.062159,-0.100239,4.166667
125,0,4,-0.297675,-0.054932,-0.108178,4.166667
125,0,5,-0.249256,-0.042609,-0.111162,4.166667
125,0,6,-0.201180,-0.030206,-0.115450,4.166667
125,0,7,-0.153117,-0.018094,-0.120806,4.166667
125,0,8,-0.310325,-0.011045,-0.128361,4.166667
125,0,9,-0.262170,0.001598,-0.131617,4.166667
125,0,10,-0.213731,0.013892,-0.134838,4.166667
125,0,11,-0.166203,0.025983,-0.139138,4.166667
125,0,12,-0.323154,0.033366,-0.147864,4.166667
125,0,13,-0.274912,0.045996,-0.150652,4.166667
125,0,14,-0.226807,0.058068,-0.155001,4.166667
125,0,15,-0.178779,0.070586,-0.160027,4.166667
125,0,16,-0.335862,0.077088,-0.168351,4.166667
125,0,17,-0.287851,0.090060,-0.170658,4.166667
125,0,18,-0.239486,0.102298,-0.175236,4.166667
125,0,19,-0.191149,0.115405,-0.178440,4.166667
125,0,20,-0.348944,0.121383,-0.186740,4.166667
125,0,21,-0.301002,0.134260,-0.190713,4.166667
125,0,22,-0.252562,0.146558,-0.193404,4.166667
125,0,23,-0.203920,0.159293,-0.196717,4.166667
130,0,0,-0.284059,-0.100091,-0.088133,4.333333
130,0,1,-0.235964,-0.087249,-0.091408,4.333333
130,0,2,-0.187329,-0.075181,-0.094951,4.333333
130,0,3,-0.139603,-0.062140,-0.098909,4.333333
130,0,4,-0.297062,-0.055800,-0.107461,4.333333
130,0,5,-0.248756,-0.043435,-0.111125,4.333333
130,0,6,-0.200621,-0.030379,-0.114573,4.333333
130,0,7,-0.152725,-0.018019,-0.117508,4.333333
130,0,8,-0.309894,-0.012100,-0.127778,4.333333
130,0,9,-0.261989,0.000845,-0.130855,4.333333
130,0,10,-0.213772,0.013266,-0.135777,4.333333
130,0,11,-0.165615,0.026597,-0.137282,4.333333
130,0,12,-0.322943,0.032173,-0.147072,4.333333
130,0,13,-0.274722,0.044793,-0.150943,4.333333
130,0,14,-0.226727,0.058023,-0.153943,4.333333
130,0,15,-0.178008,0.070140,-0.157378,4.333333
130,0,16,-0.335714,0.075722,-0.168369,4.333333
130,0,17,-0.287841,0.089365,-0.169874,4.333333
130,0,18,-0.239811,0.101792,-0.174334,4.333333
130,0,19,-0.191695,0.114739,-0.177046,4.333333
130,0,20,-0.348842,0.120532,-0.187148,4.333333
130,0,21,-0.300721,0.133290,-0.188999,4.333333
130,0,22,-0.252891,0.145623,-0.192733,4.333333
130,0,23,-0.204375,0.158923,-0.195901,4.333333
135,0,0,-0.283760,-0.099804,-0.086480,4.500000
135,0,1,-0.236108,-0.086735,-0.090184,4.500000
135,0,2,-0.187614,-0.074618,-0.093587,4.500000
135,0,3,-0.139639,-0.061889,-0.097750,4.500000
135,0,4,-0.297188,-0.055111,-0.106226,4.500000
135,0,5,-0.248988,-0.042857,-0.109252,4.500000
135,0,6,-0.200895,-0.030267,-0.113185,4.500000
135,0,7,-0.152597,-0.018084,-0.117702,4.500000
135,0,8,-0.309491,-0.011803,-0.127361,4.500000
135,0,9,-0.261902,0.001270,-0.129661,4.500000
135,0,10,-0.212884,0.013451,-0.133479,4.500000
135,0,11,-0.165731,0.026069,-0.136888,4.500000
135,0,12,-0.323052,0.032641,-0.146072,4.500000
135,0,13,-0.274588,0.045582,-0.148380,4.500000
135,0,14,-0.226410,0.058447,-0.152326,4.500000
135,0,15,-0.178265,0.070630,-0.157699,4.500000
135,0,16,-0.335829,0.076661,-0.166355,4.500000
135,0,17,-0.288017,0.089230,-0.167977,4.500000
135,0,18,-0.239457,0.102155,-0.173206,4.500000
135,0,19,-0.190952,0.115335,-0.176109,4.500000
135,0,20,-0.348845,0.121026,-0.184746,4.500000
135,0,21,-0.300571,0.133941,-0.187099,4.500000
135,0,22,-0.252561,0.146258,-0.190681,4.500000
135,0,23,-0.204187,0.159450,-0.193284,4.500000
140,0,0,-0.280739,-0.096691,-0.081389,4.666667
140,0,1,-0.232736,-0.084263,-0.084054,4.666667
140,0,2,-0.184941,-0.071779,-0.087914,4.666667
140,0,3,-0.135737,-0.059826,-0.090633,4.666667
140,0,12,-0.318688,0.036478,-0.137934,4.666667
140,0,15,-0.172464,0.073341,-0.150820,4.666667
140,0,16,-0.330521,0.080932,-0.157242,4.666667
140,0,17,-0.282505,0.091213,-0.165581,4.666667
140,0,18,-0.234713,0.106090,-0.163784,4.666667
140,0,19,-0.185341,0.118908,-0.167982,4.666667
140,0,20,-0.343644,0.125557,-0.176428,4.666667
140,0,21,-0.295546,0.137801,-0.179817,4.666667
140,0,22,-0.247020,0.150736,-0.183540,4.666667
140,0,23,-0.197917,0.162453,-0.185663,4.666667
145,0,2,-0.170521,-0.067724,-0.074412,4.833333
145,0,17,-0.269303,0.099359,-0.146010,4.833333
145,0,21,-0.283353,0.144096,-0.165575,4.833333
180,0,2,0.059986,-0.042216,0.039386,6.000000
180,0,3,0.108138,-0.028751,0.039568,6.000000
185,0,0,-0.015707,-0.063826,-0.001411,6.166667
185,0,1,0.029451,-0.052405,0.014889,6.166667
185,0,2,0.077652,-0.042257,0.025973,6.166667
185,0,4,-0.021936,-0.016192,-0.017731,6.166667
185,0,5,0.025959,-0.006968,-0.006408,6.166667
185,0,6,0.070916,0.003512,0.009059,6.166667
185,0,17,0.010066,0.132995,-0.060983,6.166667
185,0,18,0.054966,0.143268,-0.045703,6.166667
185,0,19,0.104003,0.154029,-0.034624,6.166667
185,0,21,0.004495,0.178580,-0.079020,6.166667
190,0,0,-0.002046,-0.071118,-0.017041,6.333333
190,0,1,0.043487,-0.060396,-0.000917,6.333333
190,0,2,0.091038,-0.049924,0.012144,6.333333
190,0,3,0.136984,-0.039793,0.027867,6.333333
190,0,4,-0.007721,-0.023898,-0.033824,6.333333
190,0,5,0.040136,-0.014000,-0.021245,6.333333
190,0,6,0.086155,-0.002924,-0.005110,6.333333
190,0,7,0.131172,0.007749,0.011647,6.333333
190,0,8,-0.011743,0.022434,-0.053540,6.333333
190,0,9,0.034751,0.033685,-0.037477,6.333333
190,0,10,0.080508,0.043858,-0.021325,6.333333
190,0,11,0.127930,0.053796,-0.008046,6.333333
190,0,12,-0.017283,0.069216,-0.069663,6.333333
190,0,13,0.029363,0.080134,-0.054925,6.333333
190,0,14,0.076739,0.090973,-0.040014,6.333333
190,0,15,0.124509,0.100548,-0.026564,6.333333
190,0,16,-0.021378,0.115775,-0.088643,6.333333
190,0,17,0.024954,0.126647,-0.072819,6.333333
190,0,18,0.072769,0.136887,-0.059056,6.333333
190,0,19,0.119365,0.148146,-0.043611,6.333333
190,0,20,-0.026058,0.162641,-0.106048,6.333333
190,0,21,0.020713,0.173406,-0.091836,6.333333
190,0,22,0.067635,0.184474,-0.075946,6.333333
190,0,23,0.114385,0.194243,-0.061502,6.333333
195,0,0,0.004410,-0.070396,-0.015130,6.500000
195,0,1,0.049982,-0.059540,-0.000269,6.500000
195,0,2,0.095726,-0.049216,0.016174,6.500000
195,0,3,0.143616,-0.038956,0.030076,6.500000
195,0,6,0.091916,-0.003485,-0.002720,6.500000
