sync_index,object_id,keypoint_id,x_coord,y_coord,z_coord,frame_time
75,0,0,0.061053,-0.059343,-0.042514,2.500000
75,0,4,0.061546,-0.012348,-0.026835,2.500000
75,0,5,0.111130,-0.014803,-0.021769,2.500000
75,0,8,0.061767,0.035010,-0.012108,2.500000
75,0,9,0.111399,0.033028,-0.007638,2.500000
76,0,0,0.061671,-0.055474,-0.043546,2.533333
76,0,4,0.061702,-0.007685,-0.028469,2.533333
76,0,5,0.111766,-0.010549,-0.022066,2.533333
76,0,8,0.062320,0.039489,-0.013238,2.533333
77,0,4,0.063660,-0.007807,-0.021298,2.566667
77,0,5,0.113329,-0.010733,-0.016104,2.566667
77,0,8,0.064271,0.038880,-0.006389,2.566667
80,0,4,0.064274,0.004030,-0.021967,2.666667
80,0,5,0.114245,0.001074,-0.015878,2.666667
81,0,4,0.064516,0.004947,-0.020059,2.700000
81,0,5,0.114493,0.001748,-0.013429,2.700000
82,0,2,0.162893,-0.042527,-0.031828,2.733333
82,0,3,0.212975,-0.044782,-0.027312,2.733333
82,0,10,0.164762,0.050860,0.002501,2.733333
82,0,13,0.115539,0.100152,0.015786,2.733333
82,0,14,0.165348,0.098147,0.019063,2.733333
83,0,10,0.164400,0.051605,0.002888,2.766667
83,0,12,0.065477,0.102531,0.013049,2.766667
83,0,13,0.115056,0.100871,0.016563,2.766667
83,0,14,0.164852,0.098948,0.019445,2.766667
84,0,4,0.062811,0.012826,-0.026051,2.800000
84,0,5,0.112867,0.009964,-0.019628,2.800000
84,0,8,0.063537,0.059796,-0.009642,2.800000
84,0,9,0.113347,0.057355,-0.004153,2.800000
84,0,10,0.163369,0.054945,-0.000041,2.800000
84,0,12,0.064251,0.107044,0.006870,2.800000
84,0,13,0.114103,0.104415,0.011949,2.800000
84,0,14,0.163622,0.101128,0.017466,2.800000
85,0,3,0.210820,-0.039584,-0.032387,2.833333
85,0,4,0.062394,0.013607,-0.026959,2.833333
85,0,5,0.111901,0.010958,-0.020963,2.833333
85,0,7,0.211290,0.007283,-0.015441,2.833333
85,0,8,0.063193,0.060188,-0.010268,2.833333
85,0,9,0.112595,0.057953,-0.005617,2.833333
86,0,9,0.111431,0.058701,-0.006352,2.866667
86,0,10,0.161007,0.056689,-0.003579,2.866667
86,0,13,0.112012,0.105751,0.009879,2.866667
86,0,14,0.161785,0.103473,0.013881,2.866667
87,0,3,0.208041,-0.037859,-0.036399,2.900000
87,0,7,0.208490,0.009031,-0.020654,2.900000
88,0,3,0.206445,-0.036820,-0.041058,2.933333
88,0,7,0.206529,0.009473,-0.024350,2.933333
89,0,2,0.153759,-0.034013,-0.050733,2.966667
89,0,3,0.203418,-0.034812,-0.050901,2.966667
89,0,4,0.055128,0.018854,-0.045868,2.966667
89,0,5,0.104755,0.015225,-0.038246,2.966667
89,0,7,0.204786,0.010557,-0.030901,2.966667
89,0,8,0.056519,0.064665,-0.027144,2.966667
89,0,9,0.105571,0.062227,-0.022555,2.966667
89,0,10,0.155638,0.060089,-0.018841,2.966667
89,0,13,0.106840,0.109072,-0.005208,2.966667
89,0,14,0.156068,0.105981,-0.000626,2.966667
90,0,4,0.052680,0.017855,-0.047671,3.000000
90,0,5,0.102266,0.014492,-0.041382,3.000000
90,0,8,0.053640,0.064098,-0.029746,3.000000
90,0,9,0.102915,0.061594,-0.025284,3.000000
90,0,10,0.152572,0.058830,-0.019361,3.000000
90,0,13,0.104032,0.108299,-0.008281,3.000000
90,0,14,0.153175,0.106041,-0.005087,3.000000
91,0,4,0.050351,0.018866,-0.053413,3.033333
91,0,5,0.099950,0.015764,-0.048298,3.033333
91,0,8,0.050680,0.065822,-0.036528,3.033333
91,0,9,0.100343,0.063071,-0.032169,3.033333
91,0,10,0.150362,0.060367,-0.027335,3.033333
91,0,13,0.101938,0.109600,-0.015178,3.033333
91,0,14,0.151137,0.107502,-0.011630,3.033333
92,0,4,0.047091,0.021476,-0.061230,3.066667
92,0,5,0.096831,0.018035,-0.054187,3.066667
92,0,6,0.146485,0.015221,-0.049187,3.066667
92,0,7,0.196784,0.012752,-0.046395,3.066667
92,0,8,0.048092,0.067858,-0.043548,3.066667
92,0,9,0.097872,0.064550,-0.037292,3.066667
92,0,10,0.147451,0.062313,-0.033743,3.066667
92,0,11,0.197071,0.059574,-0.029477,3.066667
92,0,13,0.099077,0.111319,-0.020688,3.066667
92,0,14,0.148564,0.108338,-0.016058,3.066667
93,0,0,0.044581,-0.024106,-0.082664,3.100000
93,0,1,0.094209,-0.027242,-0.075532,3.100000
93,0,4,0.045199,0.022883,-0.065747,3.100000
93,0,5,0.095088,0.019061,-0.059417,3.100000
93,0,8,0.046305,0.069018,-0.047610,3.100000
93,0,9,0.095859,0.065935,-0.042201,3.100000
93,0,10,0.145835,0.063638,-0.038902,3.100000
93,0,13,0.097014,0.113029,-0.026567,3.100000
93,0,14,0.146453,0.110250,-0.021965,3.100000
94,0,0,0.042578,-0.022387,-0.087427,3.133333
94,0,1,0.092055,-0.026034,-0.079163,3.133333
94,0,4,0.043561,0.023753,-0.067770,3.133333
94,0,5,0.093130,0.020485,-0.062579,3.133333
94,0,8,0.044189,0.070546,-0.050980,3.133333
94,0,9,0.094181,0.066950,-0.044888,3.133333
94,0,10,0.143850,0.065049,-0.042877,3.133333
94,0,13,0.095226,0.114138,-0.029098,3.133333
94,0,14,0.144780,0.111250,-0.025209,3.133333
95,0,0,0.040897,-0.021048,-0.089687,3.166667
95,0,1,0.090725,-0.024909,-0.082354,3.166667
95,0,4,0.041775,0.024761,-0.071713,3.166667
95,0,5,0.091535,0.021736,-0.066272,3.166667
95,0,8,0.042989,0.071376,-0.053845,3.166667
95,0,9,0.092680,0.068152,-0.048618,3.166667
95,0,10,0.142236,0.066449,-0.046998,3.166667
95,0,13,0.093711,0.115515,-0.033321,3.166667
95,0,14,0.143325,0.112754,-0.029297,3.166667
96,0,0,0.039513,-0.018175,-0.096324,3.200000
96,0,1,0.089160,-0.021306,-0.090125,3.200000
96,0,4,0.040349,0.027282,-0.076542,3.200000
96,0,5,0.090153,0.024620,-0.072172,3.200000
96,0,8,0.041339,0.074347,-0.060363,3.200000
96,0,9,0.091283,0.070339,-0.053384,3.200000
96,0,10,0.140887,0.069404,-0.052533,3.200000
96,0,13,0.092600,0.117884,-0.038416,3.200000
96,0,14,0.142008,0.114937,-0.033816,3.200000
97,0,0,0.038667,-0.017783,-0.097384,3.233333
97,0,4,0.039611,0.027573,-0.077835,3.233333
97,0,9,0.089674,0.071521,-0.057156,3.233333
97,0,10,0.139503,0.070739,-0.056713,3.233333
97,0,13,0.090906,0.119322,-0.042643,3.233333
97,0,14,0.140413,0.116551,-0.038208,3.233333
98,0,4,0.039125,0.029778,-0.082978,3.266667
98,0,5,0.088754,0.027851,-0.079590,3.266667
98,0,8,0.039848,0.077216,-0.067944,3.266667
98,0,9,0.089315,0.074215,-0.062475,3.266667
98,0,10,0.139372,0.072452,-0.060127,3.266667
98,0,13,0.090485,0.121323,-0.045963,3.266667
98,0,14,0.140326,0.120175,-0.044603,3.266667
107,0,3,0.193481,-0.026770,-0.089884,3.566667
107,0,4,0.045095,0.026735,-0.086777,3.566667
107,0,5,0.094467,0.024087,-0.080836,3.566667
107,0,7,0.194296,0.019921,-0.072983,3.566667
107,0,8,0.045522,0.073637,-0.071026,3.566667
107,0,9,0.095093,0.070046,-0.062363,3.566667
154,0,10,0.515884,0.036087,-0.003037,5.133333
155,0,10,0.517017,0.033233,0.002230,5.166667
156,0,10,0.521691,0.033565,-0.000856,5.200000
156,0,14,0.528093,0.073320,0.029330,5.200000
163,0,4,0.453997,0.032799,-0.064336,5.433333
163,0,5,0.489916,0.008504,-0.040708,5.433333
163,0,8,0.460472,0.073061,-0.036011,5.433333
163,0,9,0.498177,0.048361,-0.012953,5.433333
232,0,5,0.286829,0.050649,-0.068330,7.733333
232,0,9,0.289485,0.093395,-0.043569,7.733333
232,0,14,0.339684,0.124509,-0.003792,7.733333
233,0,2,0.329320,0.003584,-0.094317,7.766667
233,0,6,0.331109,0.045334,-0.068732,7.766667
234,0,2,0.324903,0.004790,-0.096567,7.800000
234,0,3,0.373273,-0.002199,-0.088533,7.800000
234,0,6,0.325897,0.045797,-0.067694,7.800000
234,0,7,0.375010,0.038002,-0.059108,7.800000
234,0,10,0.328274,0.087702,-0.040906,7.800000
234,0,11,0.377306,0.080669,-0.033782,7.800000
235,0,0,0.226655,0.019631,-0.107580,7.833333
235,0,1,0.273809,0.009362,-0.093514,7.833333
235,0,10,0.325411,0.083421,-0.030590,7.833333
235,0,13,0.279210,0.132344,-0.013291,7.833333
235,0,14,0.326252,0.123592,-0.001852,7.833333
236,0,0,0.224814,0.020841,-0.114221,7.866667
236,0,1,0.271603,0.011340,-0.099925,7.866667
236,0,10,0.323664,0.085968,-0.037524,7.866667
236,0,13,0.277041,0.134958,-0.019810,7.866667
236,0,14,0.324668,0.126088,-0.006732,7.866667
237,0,6,0.317564,0.044357,-0.062727,7.900000
237,0,11,0.368172,0.079182,-0.028538,7.900000
240,0,10,0.313769,0.089224,-0.038428,8.000000
240,0,13,0.266938,0.136614,-0.018965,8.000000
240,0,14,0.314682,0.129397,-0.008473,8.000000
241,0,0,0.213958,0.025698,-0.115565,8.033333
241,0,1,0.262173,0.016999,-0.104048,8.033333
241,0,10,0.313019,0.090236,-0.039573,8.033333
241,0,13,0.264883,0.139096,-0.020938,8.033333
241,0,14,0.312927,0.131813,-0.011388,8.033333
244,0,0,0.210788,0.028148,-0.115813,8.133333
244,0,4,0.210950,0.067138,-0.084401,8.133333
245,0,0,0.209849,0.028858,-0.116328,8.166667
245,0,4,0.210095,0.068071,-0.085480,8.166667
246,0,4,0.207913,0.068644,-0.084032,8.200000
246,0,5,0.255994,0.061732,-0.075079,8.200000
246,0,8,0.207714,0.110293,-0.057261,8.200000
248,0,2,0.299896,0.014729,-0.090053,8.266667
248,0,6,0.300198,0.055976,-0.063823,8.266667
249,0,2,0.293930,0.015098,-0.086304,8.300000
249,0,3,0.343792,0.011363,-0.081464,8.300000
267,0,23,0.219189,0.241970,0.045042,8.900000
268,0,3,0.224276,0.041772,-0.095200,8.933333
268,0,7,0.221613,0.081922,-0.066794,8.933333
268,0,11,0.220296,0.120862,-0.034146,8.933333
269,0,3,0.224276,0.041772,-0.095200,8.966667
269,0,7,0.221613,0.081922,-0.066794,8.966667
269,0,11,0.220296,0.120862,-0.034146,8.966667
270,0,22,0.160890,0.244576,0.043933,9.000000
270,0,23,0.211161,0.245898,0.045672,9.000000
271,0,0,0.071518,0.034249,-0.096927,9.033333
271,0,4,0.069113,0.074329,-0.067246,9.033333
273,0,9,0.116053,0.117185,-0.037458,9.100000
273,0,10,0.166349,0.120595,-0.037152,9.100000
273,0,13,0.114277,0.157961,-0.009365,9.100000
273,0,14,0.163662,0.162376,-0.009899,9.100000
274,0,4,0.069969,0.074464,-0.065222,9.133333
274,0,5,0.119868,0.075912,-0.062881,9.133333
274,0,8,0.068065,0.113580,-0.034581,9.133333
274,0,9,0.117598,0.116063,-0.032486,9.133333
275,0,4,0.069717,0.075500,-0.066787,9.166667
275,0,5,0.119714,0.077107,-0.064632,9.166667
275,0,8,0.067690,0.115803,-0.037936,9.166667
275,0,9,0.117493,0.117802,-0.035354,9.166667
279,0,3,0.220471,0.041854,-0.092298,9.300000
279,0,7,0.218845,0.082694,-0.063878,9.300000
280,0,0,0.071829,0.035731,-0.095535,9.333333
280,0,1,0.121464,0.036421,-0.093173,9.333333
280,0,2,0.171599,0.038253,-0.091259,9.333333
280,0,3,0.220545,0.041608,-0.093068,9.333333
280,0,4,0.070234,0.075931,-0.065770,9.333333
280,0,5,0.120044,0.076803,-0.063768,9.333333
280,0,7,0.219591,0.081770,-0.063648,9.333333
280,0,8,0.068042,0.116147,-0.036622,9.333333
280,0,9,0.117820,0.118306,-0.036337,9.333333
281,0,2,0.172152,0.030535,-0.078704,9.366667
281,0,3,0.220947,0.035322,-0.084452,9.366667
281,0,4,0.071725,0.069777,-0.056992,9.366667
281,0,5,0.120903,0.069943,-0.053164,9.366667
281,0,6,0.170500,0.071934,-0.052194,9.366667
281,0,7,0.219726,0.074690,-0.053391,9.366667
281,0,8,0.069402,0.111004,-0.030231,9.366667
281,0,9,0.118963,0.111138,-0.026580,9.366667
281,0,10,0.168279,0.114222,-0.027546,9.366667
281,0,11,0.217875,0.117359,-0.028712,9.366667
281,0,13,0.116951,0.153964,-0.002331,9.366667
281,0,14,0.166484,0.156173,-0.001457,9.366667
282,0,13,0.117728,0.149168,0.002242,9.400000
282,0,14,0.166889,0.151294,0.002307,9.400000
283,0,13,0.117745,0.148685,0.001107,9.433333
283,0,14,0.167376,0.150077,0.002696,9.433333
284,0,3,0.220624,0.013365,-0.054832,9.466667
284,0,13,0.117841,0.143537,0.006265,9.466667
284,0,14,0.167796,0.145839,0.006454,9.466667
285,0,3,0.219028,0.013831,-0.068220,9.500000
285,0,13,0.116352,0.143898,0.001758,9.500000
285,0,14,0.166517,0.145821,-0.000086,9.500000
286,0,2,0.167243,0.004673,-0.058481,9.533333
286,0,3,0.216267,0.005071,-0.056079,9.533333
286,0,4,0.065723,0.051299,-0.042834,9.533333
286,0,5,0.116159,0.049242,-0.036452,9.533333
286,0,6,0.166417,0.050297,-0.036545,9.533333
286,0,7,0.216599,0.050679,-0.037544,9.533333
286,0,8,0.065294,0.094105,-0.015664,9.533333
286,0,9,0.115716,0.094162,-0.014705,9.533333
286,0,10,0.165704,0.095043,-0.015104,9.533333
286,0,13,0.114811,0.139909,0.005401,9.533333
286,0,14,0.164594,0.141761,0.003156,9.533333
289,0,4,0.062811,0.046074,-0.032542,9.633333
289,0,5,0.113001,0.046353,-0.029620,9.633333
289,0,8,0.062204,0.092110,-0.012370,9.633333
289,0,9,0.112321,0.092148,-0.010048,9.633333
290,0,4,0.062621,0.044643,-0.028816,9.666667
290,0,5,0.112865,0.044326,-0.024980,9.666667
290,0,8,0.062534,0.090073,-0.009207,9.666667
290,0,9,0.111988,0.090832,-0.006610,9.666667
294,0,9,0.109938,0.095718,-0.000061,9.800000
294,0,10,0.160587,0.096536,-0.000068,9.800000
294,0,13,0.108545,0.143926,0.011823,9.800000
294,0,14,0.158122,0.145446,0.013598,9.800000
294,0,23,0.205107,0.241483,0.045755,9.800000
295,0,4,0.062842,0.047441,-0.009899,9.833333
295,0,5,0.112266,0.048144,-0.007417,9.833333
295,0,8,0.060785,0.095019,0.002797,9.833333
299,0,4,0.057358,0.052750,-0.003649,9.966667
299,0,5,0.107622,0.054170,-0.002121,9.966667
299,0,8,0.055254,0.101771,0.005889,9.966667
299,0,9,0.105032,0.103757,0.007710,9.966667
312,0,10,0.149504,0.136917,0.011791,10.400000
312,0,13,0.098267,0.186460,0.011496,10.400000
312,0,14,0.148034,0.186703,0.014953,10.400000
315,0,4,0.049814,0.095682,0.001183,10.500000
315,0,5,0.100443,0.095987,0.003522,10.500000
315,0,8,0.049447,0.146052,0.002586,10.500000
315,0,9,0.099489,0.146075,0.006460,10.500000
328,0,9,0.102753,0.146739,-0.002767,10.933333
328,0,10,0.152939,0.146786,-0.004585,10.933333
328,0,13,0.102940,0.196975,-0.005296,10.933333
328,0,14,0.152313,0.196924,-0.005270,10.933333
329,0,9,0.102630,0.145538,-0.004286,10.966667
329,0,10,0.152931,0.145613,-0.005405,10.966667
329,0,13,0.102911,0.195877,-0.007014,10.966667
329,0,14,0.152486,0.195750,-0.006554,10.966667
352,0,4,0.054431,0.080887,0.006415,11.733333
352,0,5,0.104750,0.081647,0.007648,11.733333
352,0,8,0.054111,0.130814,0.002038,11.733333
352,0,9,0.103925,0.131449,0.003060,11.733333
353,0,4,0.055888,0.075070,0.011581,11.766667
353,0,5,0.106073,0.076406,0.011817,11.766667
353,0,8,0.055808,0.125424,0.005809,11.766667
353,0,9,0.104637,0.126411,0.006190,11.766667
417,0,11,0.209075,0.102432,-0.006760,13.900000
417,0,15,0.210483,0.151635,0.003900,13.900000
422,0,12,0.056001,0.195315,-0.014679,14.066667
423,0,15,0.206516,0.200286,0.000402,14.100000
424,0,15,0.206998,0.199518,0.004847,14.133333
425,0,13,0.107140,0.208892,-0.010063,14.166667
425,0,14,0.157121,0.210889,-0.009684,14.166667
426,0,13,0.107725,0.208327,-0.006838,14.200000
426,0,14,0.157400,0.210513,-0.007011,14.200000
427,0,13,0.107207,0.216162,-0.013276,14.233333
427,0,14,0.157092,0.217021,-0.010287,14.233333
427,0,15,0.206493,0.215822,-0.004731,14.233333
439,0,16,0.029530,0.309274,0.030952,14.633333
440,0,16,0.028307,0.310541,0.030118,14.666667
441,0,16,0.025693,0.313189,0.027368,14.700000
442,0,12,0.026224,0.288566,-0.013625,14.733333
442,0,16,0.022992,0.315262,0.027251,14.733333
442,0,17,0.072715,0.319663,0.028074,14.733333
443,0,17,0.069916,0.323116,0.022202,14.766667
444,0,8,0.025286,0.264440,-0.059135,14.800000
444,0,9,0.075038,0.266135,-0.055799,14.800000
444,0,10,0.124447,0.271996,-0.055863,14.800000
444,0,11,0.173507,0.276899,-0.056275,14.800000
444,0,13,0.071744,0.294175,-0.015035,14.800000
444,0,14,0.121711,0.299009,-0.014467,14.800000
444,0,15,0.170850,0.302875,-0.013340,14.800000
444,0,18,0.118739,0.324658,0.028034,14.800000
444,0,19,0.168215,0.328979,0.028867,14.800000
445,0,8,0.024592,0.265067,-0.060371,14.833333
445,0,9,0.074276,0.267120,-0.056915,14.833333
445,0,10,0.124023,0.272500,-0.056911,14.833333
445,0,11,0.172912,0.277822,-0.056440,14.833333
445,0,13,0.070994,0.294847,-0.016205,14.833333
445,0,14,0.120442,0.300291,-0.016314,14.833333
445,0,15,0.170130,0.303607,-0.014263,14.833333
445,0,18,0.118140,0.325377,0.026813,14.833333
445,0,19,0.167473,0.330057,0.028109,14.833333
446,0,13,0.070473,0.299432,-0.022614,14.866667
446,0,14,0.119830,0.304535,-0.021749,14.866667
446,0,18,0.117293,0.329545,0.021805,14.866667
446,0,19,0.167129,0.335642,0.022281,14.866667
447,0,13,0.070862,0.299276,-0.022510,14.900000
447,0,14,0.120832,0.303729,-0.019302,14.900000
447,0,18,0.117293,0.329323,0.022036,14.900000
447,0,19,0.167371,0.334943,0.023427,14.900000
449,0,2,0.133718,0.242328,-0.164665,14.966667
449,0,3,0.182333,0.251292,-0.164613,14.966667
449,0,12,0.024422,0.300934,-0.034255,14.966667
449,0,13,0.073913,0.307886,-0.035140,14.966667
450,0,2,0.136721,0.238592,-0.157103,15.000000
450,0,3,0.183722,0.250262,-0.162174,15.000000
450,0,12,0.025946,0.299533,-0.031953,15.000000
450,0,13,0.075444,0.306413,-0.032529,15.000000
451,0,2,0.141029,0.236172,-0.151069,15.033333
451,0,3,0.187814,0.247403,-0.156400,15.033333
451,0,4,0.037796,0.250701,-0.113644,15.033333
451,0,5,0.087328,0.254664,-0.110473,15.033333
451,0,6,0.136232,0.260149,-0.108553,15.033333
451,0,7,0.185363,0.269477,-0.110187,15.033333
451,0,8,0.033589,0.274039,-0.069610,15.033333
451,0,9,0.083996,0.279994,-0.068575,15.033333
451,0,10,0.133203,0.285688,-0.067057,15.033333
451,0,11,0.181979,0.293072,-0.066555,15.033333
451,0,13,0.080517,0.304102,-0.026875,15.033333
451,0,14,0.129367,0.309664,-0.023978,15.033333
451,0,15,0.179036,0.316466,-0.023195,15.033333
451,0,19,0.175570,0.341464,0.018975,15.033333
452,0,2,0.141075,0.235925,-0.149270,15.066667
452,0,3,0.188906,0.245203,-0.152571,15.066667
452,0,4,0.039803,0.249065,-0.109185,15.066667
452,0,5,0.089248,0.252641,-0.106223,15.066667
452,0,6,0.137732,0.258460,-0.104901,15.066667
452,0,7,0.186198,0.268269,-0.107114,15.066667
452,0,8,0.035202,0.272344,-0.065629,15.066667
452,0,9,0.085516,0.278010,-0.064826,15.066667
452,0,10,0.134079,0.284642,-0.063898,15.066667
452,0,11,0.183349,0.291238,-0.063022,15.066667
452,0,13,0.082241,0.302086,-0.023124,15.066667
452,0,14,0.130995,0.307567,-0.020355,15.066667
452,0,15,0.180429,0.314462,-0.020041,15.066667
453,0,2,0.142345,0.234582,-0.146345,15.100000
453,0,3,0.190918,0.243766,-0.148066,15.100000
453,0,4,0.040815,0.248088,-0.107234,15.100000
453,0,5,0.090072,0.251678,-0.104325,15.100000
453,0,6,0.138922,0.257197,-0.102003,15.100000
453,0,7,0.187495,0.266230,-0.104046,15.100000
453,0,8,0.036499,0.270886,-0.063682,15.100000
453,0,9,0.086845,0.276494,-0.062458,15.100000
453,0,10,0.135993,0.281847,-0.060718,15.100000
453,0,11,0.184602,0.289590,-0.060472,15.100000
453,0,15,0.180600,0.314446,-0.019476,15.100000
454,0,2,0.143216,0.236739,-0.149482,15.133333
454,0,3,0.191633,0.244874,-0.150614,15.133333
454,0,6,0.139588,0.260017,-0.105860,15.133333
454,0,7,0.188674,0.267117,-0.105535,15.133333
454,0,10,0.136227,0.283761,-0.063004,15.133333
454,0,11,0.185669,0.290662,-0.062206,15.133333
454,0,12,0.033916,0.297451,-0.024231,15.133333
454,0,13,0.083932,0.301604,-0.021545,15.133333
454,0,14,0.132799,0.307152,-0.020005,15.133333
454,0,15,0.181368,0.314610,-0.020140,15.133333
454,0,17,0.080241,0.325661,0.022127,15.133333
454,0,18,0.129434,0.330985,0.023605,15.133333
454,0,19,0.179355,0.339432,0.022635,15.133333
455,0,2,0.143686,0.236318,-0.147647,15.166667
455,0,3,0.192344,0.244504,-0.148709,15.166667
455,0,6,0.140313,0.259370,-0.104055,15.166667
455,0,7,0.189094,0.266595,-0.104236,15.166667
455,0,10,0.136811,0.282994,-0.061723,15.166667
455,0,11,0.185817,0.290279,-0.062010,15.166667
455,0,12,0.034471,0.297096,-0.023599,15.166667
455,0,13,0.084409,0.301165,-0.021321,15.166667
455,0,14,0.133354,0.306804,-0.019511,15.166667
455,0,19,0.179737,0.339492,0.021882,15.166667
456,0,3,0.193386,0.249420,-0.152647,15.200000
456,0,7,0.188952,0.269919,-0.107053,15.200000
456,0,8,0.039332,0.273413,-0.066107,15.200000
456,0,9,0.088364,0.279706,-0.065657,15.200000
456,0,10,0.137614,0.284396,-0.063276,15.200000
456,0,11,0.186813,0.293166,-0.063934,15.200000
456,0,14,0.133959,0.305577,-0.018435,15.200000
456,0,19,0.180099,0.334864,0.025589,15.200000
457,0,3,0.193210,0.250342,-0.153495,15.233333
457,0,7,0.189155,0.272303,-0.109531,15.233333
457,0,8,0.039237,0.274554,-0.067774,15.233333
457,0,9,0.088023,0.280693,-0.066377,15.233333
457,0,10,0.137339,0.286911,-0.065986,15.233333
457,0,11,0.186835,0.293432,-0.064722,15.233333
457,0,12,0.035300,0.297910,-0.023408,15.233333
457,0,13,0.084483,0.301910,-0.020869,15.233333
457,0,16,0.032443,0.318043,0.022619,15.233333
457,0,17,0.081706,0.324003,0.024272,15.233333
457,0,18,0.130570,0.330779,0.023818,15.233333
458,0,3,0.194261,0.249755,-0.147186,15.266667
458,0,7,0.191804,0.268408,-0.099608,15.266667
458,0,8,0.039752,0.271704,-0.058149,15.266667
458,0,9,0.089394,0.277450,-0.058573,15.266667
458,0,10,0.139063,0.283845,-0.057230,15.266667
458,0,11,0.188384,0.289770,-0.055115,15.266667
458,0,12,0.036995,0.293545,-0.014204,15.266667
458,0,15,0.185047,0.311522,-0.011727,15.266667
